Year,Indicator Name,Indicator Code,Value
1991,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,95.52
1990,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,96.01
2023,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6985613094.73
2022,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6300160777.06
2021,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,7788706639.17
2020,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6956220119.41
2019,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6459146428.45
2018,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,7174035131.3
2017,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,7012795075.0
2016,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6391204159.66
2015,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6995980265.65
2014,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6668889924.56
2013,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6101990987.29
2012,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,5572578355.58
2011,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,6459028532.74
2010,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,5305597462.62
2009,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,5339033090.35
2008,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,5447184549.47
2007,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3779531556.45
2006,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3205877650.54
2005,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2884636815.92
2004,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2591866785.26
2003,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2498154786.57
2002,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2361305261.34
2001,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3160440916.52
2000,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3254292790.55
1999,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3245318936.86
1998,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3342925531.42
1997,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3312463907.44
1996,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3132420047.04
1995,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,3015088050.73
1994,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2809159625.66
1993,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2572336206.54
1992,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2534655740.36
1991,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2438015566.84
1990,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,2143485925.09
1989,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1813614001.8
1988,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1862082394.5
1987,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1824384640.66
1986,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1758550355.78
1985,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1677404511.82
1984,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1743934672.41
1983,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1471615363.83
1982,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1268465275.78
1981,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1234740284.16
1980,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1119568807.62
1979,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,916395653.05
1978,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,841415724.28
1977,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1271487722.77
1976,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1052996951.13
1975,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1162011206.7
1974,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,1198513211.13
1973,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,795661200.16
1972,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,682889314.41
1971,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,652127438.11
1970,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,660643350.42
1969,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,576361745.88
1968,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,569726904.54
1967,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,559275604.32
1966,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,502368228.57
1965,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,485122994.54
1964,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,405529192.27
1963,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,401354271.09
1962,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,445915395.27
1961,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,475327540.55
1960,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,452628709.24
2023,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.28
2022,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.5
2021,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.79
2020,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.25
2019,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.26
2018,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.59
2017,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.43
2016,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.26
2015,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.22
2014,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.08
2013,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.92
2012,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.91
2011,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.53
2010,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.05
2009,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.69
2008,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.38
2007,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.68
2006,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.34
2005,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.82
2004,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,12.54
2003,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.23
2002,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.28
2001,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.07
2000,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.93
1999,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,20.73
1998,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.16
1997,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,21.95
1996,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,22.54
1995,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.14
1994,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,23.97
1993,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.88
1992,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.12
1991,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.09
1990,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.68
1989,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.96
1988,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.68
1987,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.3
1986,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.45
1985,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.06
1984,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.86
1983,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.48
1982,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.6
1981,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.96
1980,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.82
1979,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.24
1978,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.79
1977,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.98
1976,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,29.32
1975,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.65
1974,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.53
1973,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.67
1972,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.74
1971,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.52
1970,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.77
1969,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,29.32
1968,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.63
1967,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.08
1966,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.68
1965,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,28.56
1964,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,30.96
1963,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.35
1962,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,31.09
1961,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.91
1960,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.1
2023,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,26.16
2022,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,26.49
2021,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,29.17
2020,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,29.09
2019,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,26.2
2018,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,28.43
2017,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,29.34
2016,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,30.41
2015,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,32.32
2014,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,31.33
2013,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,32.81
2012,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,33.84
2011,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,36.14
2010,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,36.42
2009,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,36.96
2008,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,39.0
2007,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,37.42
2006,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,38.22
2005,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,37.62
2004,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,44.87
2003,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,40.77
2002,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,41.58
2001,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,43.43
2000,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.21
1999,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,46.83
1998,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,48.3
1997,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,43.89
1996,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,40.43
1995,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,40.46
1994,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.53
1993,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,41.96
1992,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.89
1991,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,45.07
2023,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.31
2022,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.49
2021,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.38
2020,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.21
2019,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,24.9
2018,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,24.08
2017,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,24.38
2016,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,25.45
2015,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.83
2014,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,26.56
2013,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,28.05
2012,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,29.68
2011,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,28.2
2010,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,28.34
2009,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,31.85
2008,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.87
2007,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.13
2006,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.74
2005,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.78
2004,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.37
2003,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,30.91
2002,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,31.21
2001,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,32.91
2000,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,34.66
1999,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,36.61
1998,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,38.16
1997,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,34.55
1996,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,32.86
1995,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,36.01
1994,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,41.27
1993,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,37.23
1992,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,42.68
1991,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,39.71
2023,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,26.26
2022,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,26.49
2021,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.28
2020,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.12
2019,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,25.33
2018,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,25.5
2017,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,26.07
2016,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,27.1
2015,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,28.66
2014,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,28.13
2013,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,29.63
2012,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.99
2011,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.78
2010,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,30.94
2009,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,33.49
2008,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,33.47
2007,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.46
2006,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,33.12
2005,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,32.94
2004,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,34.92
2003,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,34.0
2002,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,34.48
2001,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,36.26
2000,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,38.02
1999,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,39.85
1998,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,41.58
1997,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,37.36
1996,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,35.13
1995,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,37.35
1994,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,42.57
1993,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,38.66
1992,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,43.62
1991,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,41.39
2023,Rural population,SP.RUR.TOTL,17803472.0
2022,Rural population,SP.RUR.TOTL,17960843.0
2021,Rural population,SP.RUR.TOTL,17977378.0
2020,Rural population,SP.RUR.TOTL,17817298.0
2019,Rural population,SP.RUR.TOTL,17750912.0
2018,Rural population,SP.RUR.TOTL,17666251.0
2017,Rural population,SP.RUR.TOTL,17501735.0
2016,Rural population,SP.RUR.TOTL,17325420.0
2015,Rural population,SP.RUR.TOTL,17141717.0
2014,Rural population,SP.RUR.TOTL,16992664.0
2013,Rural population,SP.RUR.TOTL,16838942.0
2012,Rural population,SP.RUR.TOTL,17317463.0
2011,Rural population,SP.RUR.TOTL,17183090.0
2010,Rural population,SP.RUR.TOTL,17073666.0
2009,Rural population,SP.RUR.TOTL,16970046.0
2008,Rural population,SP.RUR.TOTL,16863072.0
2007,Rural population,SP.RUR.TOTL,16748147.0
2006,Rural population,SP.RUR.TOTL,16630362.0
2005,Rural population,SP.RUR.TOTL,16516294.0
2004,Rural population,SP.RUR.TOTL,16407757.0
2003,Rural population,SP.RUR.TOTL,16293609.0
2002,Rural population,SP.RUR.TOTL,16171595.0
2001,Rural population,SP.RUR.TOTL,16000756.0
2000,Rural population,SP.RUR.TOTL,15746991.0
1999,Rural population,SP.RUR.TOTL,15459658.0
1998,Rural population,SP.RUR.TOTL,15172293.0
1997,Rural population,SP.RUR.TOTL,14885604.0
1996,Rural population,SP.RUR.TOTL,14602975.0
1995,Rural population,SP.RUR.TOTL,14322092.0
1994,Rural population,SP.RUR.TOTL,14084419.0
1993,Rural population,SP.RUR.TOTL,13877996.0
1992,Rural population,SP.RUR.TOTL,13641847.0
1991,Rural population,SP.RUR.TOTL,13424118.0
1990,Rural population,SP.RUR.TOTL,13321530.0
1989,Rural population,SP.RUR.TOTL,13234287.0
1988,Rural population,SP.RUR.TOTL,13093464.0
1987,Rural population,SP.RUR.TOTL,12958958.0
1986,Rural population,SP.RUR.TOTL,12805714.0
1985,Rural population,SP.RUR.TOTL,12650921.0
1984,Rural population,SP.RUR.TOTL,12565196.0
1983,Rural population,SP.RUR.TOTL,12519707.0
1982,Rural population,SP.RUR.TOTL,12434094.0
1981,Rural population,SP.RUR.TOTL,12279447.0
1980,Rural population,SP.RUR.TOTL,12085211.0
1979,Rural population,SP.RUR.TOTL,11881802.0
1978,Rural population,SP.RUR.TOTL,11676921.0
1977,Rural population,SP.RUR.TOTL,11478477.0
1976,Rural population,SP.RUR.TOTL,11286034.0
1975,Rural population,SP.RUR.TOTL,11097024.0
1974,Rural population,SP.RUR.TOTL,10911200.0
1973,Rural population,SP.RUR.TOTL,10723534.0
1972,Rural population,SP.RUR.TOTL,10529679.0
1971,Rural population,SP.RUR.TOTL,10330598.0
1970,Rural population,SP.RUR.TOTL,10124824.0
1969,Rural population,SP.RUR.TOTL,9911433.0
1968,Rural population,SP.RUR.TOTL,9693774.0
1967,Rural population,SP.RUR.TOTL,9474752.0
1966,Rural population,SP.RUR.TOTL,9259510.0
1965,Rural population,SP.RUR.TOTL,9049072.0
1964,Rural population,SP.RUR.TOTL,8840828.0
1963,Rural population,SP.RUR.TOTL,8636615.0
1962,Rural population,SP.RUR.TOTL,8444371.0
1961,Rural population,SP.RUR.TOTL,8256868.0
1960,Rural population,SP.RUR.TOTL,8073926.0
2023,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.88
2022,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.09
2021,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.89
2020,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.37
2019,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.48
2018,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.94
2017,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.01
2016,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.07
2015,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.87
2014,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.91
2013,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.8
2012,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.78
2011,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.64
2010,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.61
2009,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.63
2008,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.68
2007,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.71
2006,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.69
